game_pk,date,season,side,pitcher_id,k_actual,lineup_ids,exp_ks,p_over,p10,p90
744903,2024-08-07,2024,away,669432,2,"681297,623993,683002,596103,668939,663624,656775,702616,602104",4.852,0.0,2.0,7.0
744903,2024-08-07,2024,home,670102,7,"543807,676391,665489,672386,687462,676914,662139,677870,680718",4.78255,0.0,2.0,7.0
747085,2024-08-07,2024,away,642547,6,"694192,656555,596142,661388,642715,687401,663368,655316,686217",4.8436,0.0,2.0,7.0
747085,2024-08-07,2024,home,519242,10,"624585,663586,542303,621566,606115,594807,669221,672284,593160",4.79265,0.0,2.0,7.0
745142,2024-08-07,2024,away,671737,3,"650490,664040,666624,676356,666185,642350,676609,678554,666163",4.84235,0.0,2.0,7.0
745142,2024-08-07,2024,home,607200,6,"691026,676475,575929,680977,571448,663457,572761,669357,687363",4.84895,0.0,2.0,7.0
746272,2024-08-07,2024,away,676710,3,"680776,677800,666152,646240,657136,643376,807799,686765,678882",4.78995,0.0,2.0,7.0
746272,2024-08-07,2024,home,666142,7,"686681,677951,686469,521692,592669,669004,666023,672580,664728",4.78805,0.0,2.0,7.0
746521,2024-08-07,2024,away,621112,6,"596019,607043,608385,624413,643446,578428,664056,620443,621438",4.79575,0.0,2.0,7.0
746521,2024-08-07,2024,home,663372,1,"453568,678662,686668,641857,663898,656541,669911,553869,595909",4.78055,0.0,2.0,7.0
745223,2024-08-07,2024,away,669373,9,"672761,690993,663837,676632,570482,678009,656716,595879,668670",4.83315,0.0,2.0,7.0
745223,2024-08-07,2024,home,669923,7,"645302,668227,663728,457759,593871,664238,571745,641598,668942",4.84995,0.0,2.0,7.0
746115,2024-08-07,2024,away,663969,3,"656941,607208,547180,664761,669016,592663,592206,681082,679032",4.8456,0.0,2.0,7.0
746115,2024-08-07,2024,home,694813,2,"660271,606192,518692,571771,666158,500743,518792,605131,681624",4.77825,0.0,2.0,7.0
744819,2024-08-08,2024,away,690986,3,"666149,671218,624424,656305,592192,666464,573262,689172,672275",4.78245,0.0,2.0,7.0
744819,2024-08-08,2024,home,687792,4,"682928,669743,660766,660688,695578,663905,545121,671277,696285",4.79545,0.0,2.0,7.0
747081,2024-08-08,2024,away,593423,7,"668930,694192,669003,661388,655316,686217,641343,687401,606992",4.84745,0.0,2.0,7.0
747081,2024-08-08,2024,home,450203,3,"642201,663586,542303,621566,606115,518595,657656,594807,593160",4.82935,0.0,2.0,7.0
745466,2024-08-08,2024,away,681190,3,"650333,595777,456781,592518,593428,701538,444482,673490,543309",4.83895,0.0,2.0,7.0
745466,2024-08-08,2024,home,682847,3,"643396,668804,665833,663698,669707,650559,663647,678225,572191",4.78545,0.0,2.0,7.0
746522,2024-08-08,2024,away,656849,5,"596019,578428,502110,624413,668901,620443,643446,664056,621438",4.8451,0.0,2.0,7.0
746522,2024-08-08,2024,home,596295,1,"678662,663898,686668,592178,607732,669911,696100,656541,668845",4.86435,0.0,3.0,7.0
746030,2024-08-08,2024,away,668881,5,"663697,682829,663886,664034,668715,600869,641584,682622,656413",4.7938,0.0,2.0,7.0
746030,2024-08-08,2024,home,667725,3,"669364,656896,660821,681146,672640,682073,656537,660644,640902",4.77425,0.0,2.0,7.0
745710,2024-08-08,2024,away,542881,7,"694384,687263,681351,607680,543685,666176,592273,666160,683021",4.8506,0.0,3.0,7.0
745710,2024-08-08,2024,home,641482,2,"650402,665742,592450,519317,669224,665828,665862,518934,657077",4.80275,0.0,2.0,7.0
744899,2024-08-08,2024,away,665152,6,"681297,623993,683002,656811,668939,663624,702616,656775,650391",4.85195,0.0,3.0,7.0
744899,2024-08-08,2024,home,592332,2,"543807,662139,665489,687462,672386,694388,676391,680718,677870",4.8346,0.0,2.0,7.0
745143,2024-08-08,2024,away,669358,2,"650490,664040,666624,642350,666185,666163,676356,670764,676609",4.8366,0.0,2.0,7.0
745143,2024-08-08,2024,home,502043,6,"691026,676475,575929,571448,680977,502671,502054,669357,687363",4.80295,0.0,2.0,7.0
745226,2024-08-08,2024,away,669724,1,"672761,690993,570482,676632,669234,678009,693307,656716,668723",4.848,0.0,2.0,7.0
745226,2024-08-08,2024,home,693433,7,"645302,670042,668227,663728,457759,669208,571745,660844,664238",4.8534,0.0,2.0,7.0
747169,2024-08-08,2024,away,663465,3,"656941,607208,547180,664761,592663,592206,624641,669016,679032",4.83595,0.0,2.0,7.0
747169,2024-08-08,2024,home,656756,4,"606466,664983,666971,605137,682998,553993,621028,672695,592626",4.7772,0.0,2.0,7.0
745927,2024-08-09,2024,away,676282,2,"680757,682177,608070,647304,657041,665926,686823,677587,666310",4.86085,0.0,3.0,7.0
745927,2024-08-09,2024,home,641927,9,"622534,621439,668904,669304,467793,680777,596146,650489,571657",4.7861,0.0,2.0,7.0
745871,2024-08-09,2024,away,502171,1,"680757,657041,608070,647304,681807,665926,678877,677587,666310",4.7959,0.0,2.0,7.0
745871,2024-08-09,2024,home,686973,4,"650489,669304,621439,668904,596146,467793,622534,543877,571657",4.8414,0.0,2.0,7.0
744818,2024-08-09,2024,away,667755,7,"694384,687263,681351,607680,621493,543685,666176,592273,641645",4.84135,0.0,2.0,7.0
744818,2024-08-09,2024,home,680730,5,"669743,671277,660766,660688,695578,656180,545121,696285,683083",4.87845,0.0,3.0,7.0
745062,2024-08-09,2024,away,621107,7,"681297,596103,683002,656811,650391,702616,656775,602104,543510",4.7831,0.0,2.0,7.0
745062,2024-08-09,2024,home,641793,5,"650490,664040,666185,666624,666163,666139,676609,670764,642350",4.84615,0.0,2.0,7.0
744900,2024-08-09,2024,away,687765,2,"671732,609280,668709,667670,669127,647351,680869,687231,680474",4.84035,0.0,2.0,7.0
744900,2024-08-09,2024,home,621244,8,"543807,662139,665489,687462,672386,676391,694388,676914,677870",4.8526,0.0,3.0,7.0
746927,2024-08-09,2024,away,669854,5,"514888,608324,676801,673237,572138,665161,701305,676694,643289",4.79755,0.0,2.0,7.0
746927,2024-08-09,2024,home,656557,1,"680776,608701,665839,646240,657136,642086,686765,678882,663853",4.7909,0.0,2.0,7.0
746032,2024-08-09,2024,away,527048,6,"650333,595777,630105,592518,593428,701538,669369,673490,543309",4.78835,0.0,2.0,7.0
746032,2024-08-09,2024,home,665795,4,"669364,669394,681146,660821,656896,672640,660644,665506,640902",4.8417,0.0,2.0,7.0
746275,2024-08-09,2024,away,571945,3,"691026,676475,575929,571448,680977,502671,663457,502054,687363",4.83615,0.0,2.0,7.0
746275,2024-08-09,2024,home,547179,3,"686681,677951,686469,521692,592669,680118,624428,672580,664728",4.86655,0.0,2.0,7.0
746760,2024-08-09,2024,away,592791,4,"664023,683737,673548,641355,670623,663538,621020,691718,542194",4.8048,0.0,2.0,7.0
746760,2024-08-09,2024,home,676979,5,"670032,673357,643217,683734,672820,678246,686676,666150,681460",4.83985,0.0,2.0,7.0
745957,2024-08-09,2024,away,686730,7,"666181,682829,670770,668715,600869,664034,656413,682622,571912",4.77335,0.0,2.0,7.0
745957,2024-08-09,2024,home,650644,5,"668930,694192,669003,661388,642715,686217,656555,641343,687401",4.8526,0.0,3.0,7.0
746523,2024-08-09,2024,away,656550,8,"624585,663586,542303,621566,606115,518595,657656,672284,593160",4.83835,0.0,2.0,7.0
746523,2024-08-09,2024,home,685299,7,"453568,678662,686668,641857,663898,656541,669911,553869,595909",4.78245,0.0,2.0,7.0
747168,2024-08-09,2024,away,554430,8,"656941,607208,547180,664761,669016,592663,592206,624641,679032",4.82785,0.0,2.0,7.0
747168,2024-08-09,2024,home,669194,9,"682998,664983,606466,605137,680728,553993,677950,672695,621028",4.8517,0.0,2.0,7.0
746113,2024-08-09,2024,away,656605,5,"643396,668804,665833,663698,642133,650559,663647,518735,572191",4.81945,0.0,2.0,7.0
746113,2024-08-09,2024,home,656427,10,"660271,606192,518692,669257,666158,500743,571771,518792,681624",4.8257,0.0,2.0,7.0
745220,2024-08-09,2024,away,500779,8,"596019,607043,608385,624413,502110,643446,668901,682626,664056",4.86805,0.0,2.0,7.0
745220,2024-08-09,2024,home,682243,6,"645302,668227,663728,457759,641598,664238,686527,669208,660844",4.77345,0.0,2.0,7.0
745308,2024-08-09,2024,away,689225,5,"628451,669234,690993,668670,570482,676632,668723,595879,656716",4.80495,0.0,2.0,7.0
745308,2024-08-09,2024,home,592662,7,"664774,666149,671218,624424,656305,573262,592192,689172,672275",4.85315,0.0,2.0,7.0
745712,2024-08-10,2024,away,543135,4,"669701,608369,677649,673962,665750,663993,608671,543257,641680",4.8404,0.0,3.0,7.0
745712,2024-08-10,2024,home,607074,6,"657077,665742,592450,669224,650402,665862,683011,700250,665828",4.84305,0.0,2.0,7.0
745708,2024-08-10,2024,away,674003,7,"669701,608369,543760,673962,608671,663993,666969,665750,608348",4.7833,0.0,2.0,7.0
745708,2024-08-10,2024,home,543037,10,"657077,665742,592450,519317,665862,650402,683011,669224,518934",4.78625,0.0,2.0,7.0
744897,2024-08-10,2024,away,674370,5,"671732,609280,668709,667670,669127,680869,647351,663527,680474",4.77835,0.0,2.0,7.0
744897,2024-08-10,2024,home,684320,5,"543807,662139,665489,687462,676391,676914,677870,680718,672386",4.84175,0.0,2.0,7.0
745304,2024-08-10,2024,away,656412,1,"668731,690993,669234,570482,676632,678009,693307,595879,668723",4.78705,0.0,2.0,7.0
745304,2024-08-10,2024,home,657277,8,"666149,671218,624424,656305,672275,592192,573262,666464,689172",4.86545,0.0,3.0,7.0
746922,2024-08-10,2024,away,681293,13,"514888,608324,643289,673237,665161,605170,701305,676694,676801",4.79205,0.0,2.0,7.0
746922,2024-08-10,2024,home,670174,1,"680776,677800,807799,646240,643376,608701,663853,678882,666152",4.8322,0.0,2.0,7.0
746026,2024-08-10,2024,away,663362,5,"650333,595777,630105,592518,593428,701538,642180,673490,543309",4.7935,0.0,2.0,7.0
746026,2024-08-10,2024,home,682610,3,"669364,669394,660821,681146,669065,672640,660644,656537,665506",4.7875,0.0,2.0,7.0
744820,2024-08-10,2024,away,656288,0,"683021,687263,681351,607680,621493,543685,666176,592273,642136",4.7975,0.0,2.0,7.0
744820,2024-08-10,2024,home,571578,2,"669743,671277,660766,695578,682928,677588,663905,696285,683083",4.84355,0.0,2.0,7.0
746269,2024-08-10,2024,away,669467,4,"680977,676475,575929,571448,663457,502671,669357,502054,543063",4.8346,0.0,2.0,7.0
746269,2024-08-10,2024,home,608379,6,"672580,677951,686469,521692,657557,669004,666023,680118,664728",4.8423,0.0,2.0,7.0
745873,2024-08-10,2024,away,668909,3,"680757,657041,608070,647304,681807,665926,678877,677587,666310",4.8454,0.0,2.0,7.0
745873,2024-08-10,2024,home,680573,7,"650489,663616,670242,621439,596146,467793,669304,680777,571657",4.86625,0.0,2.0,7.0
745955,2024-08-10,2024,away,607259,7,"663697,682829,663886,670770,668715,600869,656413,641584,682622",4.8462,0.0,2.0,7.0
745955,2024-08-10,2024,home,668964,9,"668930,694192,663368,661388,642715,686217,656555,669003,687401",4.80445,0.0,2.0,7.0
745056,2024-08-10,2024,away,669203,5,"681297,623993,683002,668939,663624,656775,622554,702616,602104",4.83535,0.0,2.0,7.0
745056,2024-08-10,2024,home,656876,0,"670224,664040,650490,666624,666185,642350,676609,670764,666163",4.81825,0.0,2.0,7.0
746761,2024-08-10,2024,away,657006,8,"664023,683737,673548,641355,670623,663538,621020,691718,665804",4.78795,0.0,2.0,7.0
746761,2024-08-10,2024,home,623167,1,"672820,673357,643217,683734,657757,678246,686676,667452,681460",4.8288,0.0,2.0,7.0
747164,2024-08-10,2024,away,605400,4,"656941,607208,547180,664761,669016,670276,681082,596117,679032",4.76895,0.0,2.0,7.0
747164,2024-08-10,2024,home,668678,3,"682998,621028,592626,605137,666971,664983,553993,672695,645444",4.8151,0.0,2.0,7.0
746520,2024-08-10,2024,away,608331,9,"642201,663586,542303,621566,606115,669221,672284,594807,593160",4.85615,0.0,2.0,7.0
746520,2024-08-10,2024,home,641712,1,"678662,663898,686668,641857,592178,553869,669911,595909,656541",4.78685,0.0,2.0,7.0
746112,2024-08-10,2024,away,694973,8,"643396,668804,665833,663698,642133,650559,663647,518735,572191",4.86145,0.0,3.0,7.0
746112,2024-08-10,2024,home,689981,4,"660271,606192,518692,666158,518792,571771,605131,595281,605113",4.78725,0.0,2.0,7.0
745219,2024-08-10,2024,away,640455,3,"596019,607043,502110,624413,643446,668901,621438,682626,664056",4.77775,0.0,2.0,7.0
745219,2024-08-10,2024,home,669302,6,"645302,668227,663728,457759,593871,571745,664238,641598,660844",4.84445,0.0,2.0,7.0
744816,2024-08-11,2024,away,686799,2,"694384,687263,607680,621493,592273,666160,666176,642136,683021",4.83845,0.0,2.0,7.0
744816,2024-08-11,2024,home,669022,2,"669743,671277,660766,695578,545121,663905,696285,656180,683083",4.84795,0.0,2.0,7.0
746923,2024-08-11,2024,away,686613,9,"572138,608324,676801,673237,665161,701305,676694,643289,694175",4.8334,0.0,2.0,7.0
746923,2024-08-11,2024,home,572020,0,"680776,665839,677800,663853,657136,642086,686765,678882,666152",4.7816,0.0,2.0,7.0
745711,2024-08-11,2024,away,571760,4,"669701,608369,543760,673962,694671,677649,666969,665750,608348",4.84385,0.0,2.0,7.0
745711,2024-08-11,2024,home,573186,1,"657077,665742,592450,519317,669224,650402,665862,683011,518934",4.8441,0.0,2.0,7.0
744895,2024-08-11,2024,away,676664,4,"671732,667670,668709,664913,647351,680869,668832,663662,680474",4.83885,0.0,3.0,7.0
744895,2024-08-11,2024,home,605135,5,"543807,662139,665489,672386,676391,687462,676914,677870,665782",4.83115,0.0,2.0,7.0
745057,2024-08-11,2024,away,544150,5,"681297,623993,683002,663624,650391,668939,602104,702616,656775",4.7957,0.0,2.0,7.0
745057,2024-08-11,2024,home,605488,8,"676356,664040,650490,666624,666139,678554,642350,676609,656577",4.8414,0.0,2.0,7.0
746025,2024-08-11,2024,away,656302,5,"650333,595777,456781,592518,593428,701538,444482,673490,669134",4.84655,0.0,2.0,7.0
746025,2024-08-11,2024,home,676974,4,"669364,669394,660821,681146,669065,672640,665506,656537,645305",4.80095,0.0,2.0,7.0
745872,2024-08-11,2024,away,676440,5,"680757,686823,608070,657041,681807,665926,671289,666310,677587",4.8552,0.0,3.0,7.0
745872,2024-08-11,2024,home,701581,3,"650489,663616,668904,670242,621439,669304,596146,668885,622534",4.82445,0.0,2.0,7.0
745956,2024-08-11,2024,away,666157,4,"663697,682829,663886,668715,656413,664034,682622,670770,669289",4.86745,0.0,2.0,7.0
745956,2024-08-11,2024,home,669084,9,"694192,656555,606992,661388,642715,669003,687401,686217,655316",4.8531,0.0,2.0,7.0
746517,2024-08-11,2024,away,680885,7,"657656,663586,663897,621566,518595,606115,672284,593160,642201",4.78105,0.0,2.0,7.0
746517,2024-08-11,2024,home,607536,1,"686668,678662,641857,663898,669911,595909,607732,656541,668845",4.8505,0.0,2.0,7.0
745303,2024-08-11,2024,away,672456,2,"663837,628451,690993,595879,570482,678009,656716,693307,668731",4.8313,0.0,2.0,7.0
745303,2024-08-11,2024,home,806185,5,"666149,682617,671218,624424,656305,592192,672275,666464,669477",4.85185,0.0,2.0,7.0
746114,2024-08-11,2024,away,663559,2,"457705,668804,665833,663698,656582,643396,663647,678225,572191",4.8257,0.0,2.0,7.0
746114,2024-08-11,2024,home,607192,4,"660271,606192,518692,669257,666158,500743,571771,681624,518792",4.84975,0.0,2.0,7.0
747166,2024-08-11,2024,away,650911,4,"656941,607208,547180,664761,681082,592206,592663,669016,670276",4.8574,0.0,3.0,7.0
747166,2024-08-11,2024,home,518876,2,"672695,664983,682998,605137,545341,553993,680728,621028,677950",4.8388,0.0,2.0,7.0
745216,2024-08-11,2024,away,622663,8,"621438,607043,502110,608385,624413,643446,578428,592325,620443",4.8443,0.0,2.0,7.0
745216,2024-08-11,2024,home,622491,9,"645302,668227,663728,677594,593871,670042,668942,686527,660844",4.8494,0.0,2.0,7.0
746603,2024-08-12,2024,away,684007,3,"664023,621550,673548,641355,670623,663538,621020,691718,542194",4.855,0.0,2.0,7.0
746603,2024-08-12,2024,home,594902,1,"680757,657041,608070,686823,647304,678877,665926,677587,595978",4.8036,0.0,2.0,7.0
746682,2024-08-12,2024,away,543243,9,"691026,575929,502054,571448,502671,680977,691023,663457,687363",4.835,0.0,2.0,7.0
746682,2024-08-12,2024,home,671096,6,"668715,682829,663886,670770,600869,664034,641584,682622,666181",4.82385,0.0,2.0,7.0
745058,2024-08-12,2024,away,664285,9,"514888,608324,670541,673237,665161,572138,676694,676801,694175",4.8434,0.0,2.0,7.0
745058,2024-08-12,2024,home,671737,6,"676609,666185,670224,666624,676356,642350,678554,670764,656577",4.8392,0.0,2.0,7.0
746921,2024-08-12,2024,away,641816,7,"543760,608369,669701,666969,663993,673962,694671,641680,665750",4.7803,0.0,2.0,7.0
746921,2024-08-12,2024,home,678394,5,"681508,807799,608701,646240,657136,663853,665839,686765,678882",4.82805,0.0,2.0,7.0
745874,2024-08-12,2024,away,663903,9,"686681,677951,686469,666023,669004,592669,624428,672580,664728",4.83245,0.0,2.0,7.0
745874,2024-08-12,2024,home,641154,5,"650489,571657,668904,670242,622534,596146,467793,680777,668885",4.7895,0.0,2.0,7.0
746762,2024-08-12,2024,away,661563,3,"657077,665742,592450,519317,669224,650402,700250,683011,518934",4.8133,0.0,2.0,7.0
746762,2024-08-12,2024,home,681066,2,"670032,672820,643217,683734,657757,686676,666150,667452,681460",4.7706,0.0,2.0,7.0
745953,2024-08-12,2024,away,477132,6,"660271,605141,518692,606192,666158,669257,500743,571771,595281",4.84905,0.0,3.0,7.0
745953,2024-08-12,2024,home,642547,4,"668930,694192,641343,661388,642715,596142,656555,686217,687401",4.8291,0.0,2.0,7.0
746192,2024-08-12,2024,away,670102,8,"676391,662139,665489,687462,672386,695238,677870,694388,672642",4.775,0.0,2.0,7.0
746192,2024-08-12,2024,home,669721,5,"694384,687263,642136,641432,621493,543685,592273,607680,666176",4.789,0.0,2.0,7.0
747165,2024-08-12,2024,away,687134,4,"453568,678662,686668,641857,663898,669911,595909,553869,656541",4.8626,0.0,2.0,7.0
747165,2024-08-12,2024,home,694297,11,"682998,621028,592626,605137,664983,680728,553993,677950,672695",4.841,0.0,2.0,7.0
745383,2024-08-12,2024,away,663765,2,"678225,668804,665833,663698,656582,643396,663647,650559,572191",4.84135,0.0,2.0,7.0
745383,2024-08-12,2024,home,605397,1,"650333,595777,630105,593428,456781,701538,669369,673490,543309",4.8018,0.0,2.0,7.0
745300,2024-08-12,2024,away,519242,12,"624585,663586,663897,621566,606115,642201,518595,594807,593160",4.7892,0.0,2.0,7.0
745300,2024-08-12,2024,home,605483,11,"666149,592192,671218,656305,624424,573262,682617,672275,689172",4.811,0.0,2.0,7.0
747004,2024-08-13,2024,away,663623,3,"669743,682928,660766,660688,695578,665953,545121,671277,696285",4.85005,0.0,3.0,7.0
747004,2024-08-13,2024,home,669432,2,"681297,623993,683002,650391,668939,663624,656775,702616,602104",4.85145,0.0,3.0,7.0
746601,2024-08-13,2024,away,665871,2,"664023,670623,673548,641355,683737,663538,621020,691718,542194",4.8238,0.0,2.0,7.0
746601,2024-08-13,2024,home,571510,6,"680757,686823,608070,647304,682177,665926,678877,666310,677587",4.8408,0.0,2.0,7.0
746435,2024-08-13,2024,away,669923,5,"645302,686527,457759,670042,571745,664238,641598,660844,668942",4.8457,0.0,2.0,7.0
746435,2024-08-13,2024,home,669373,9,"669234,681481,628451,570482,676632,678009,668670,656716,668731",4.8734,0.0,2.0,7.0
746673,2024-08-13,2024,away,607200,2,"691026,676475,575929,571448,680977,502671,663457,669357,687363",4.8561,0.0,2.0,7.0
746673,2024-08-13,2024,home,668881,8,"663697,682829,663886,670770,668715,600869,664034,641584,669289",4.79335,0.0,2.0,7.0
745548,2024-08-13,2024,away,678368,4,"669364,669394,660821,656896,669065,672640,665506,656537,645305",4.843,0.0,2.0,7.0
745548,2024-08-13,2024,home,592836,5,"656941,607208,547180,664761,681082,592206,592663,669016,670276",4.83085,0.0,2.0,7.0
745055,2024-08-13,2024,away,579328,5,"514888,608324,670541,673237,665161,605170,676694,643289,676801",4.85585,0.0,2.0,7.0
745055,2024-08-13,2024,home,669358,6,"670764,666185,664040,666624,691406,676609,666139,676356,656577",4.85195,0.0,2.0,7.0
745788,2024-08-13,2024,away,671212,6,"671732,667670,668709,609280,669127,664913,680869,687231,680474",4.83305,0.0,2.0,7.0
745788,2024-08-13,2024,home,621112,4,"596019,607043,608385,624413,668901,643446,578428,682626,664056",4.79645,0.0,2.0,7.0
746924,2024-08-13,2024,away,570632,3,"543760,608369,669701,666969,663993,673962,694671,608348,665750",4.79175,0.0,2.0,7.0
746924,2024-08-13,2024,home,676710,4,"663853,807799,608701,646240,657136,677800,642086,686765,678882",4.7738,0.0,2.0,7.0
745867,2024-08-13,2024,away,607625,4,"686681,657557,663704,680118,669004,666023,641658,672580,664728",4.85435,0.0,2.0,7.0
745867,2024-08-13,2024,home,805673,5,"571657,668904,670242,669304,467793,596146,622534,543877,668885",4.78365,0.0,2.0,7.0
746757,2024-08-13,2024,away,641482,9,"657077,665742,592450,669224,519317,518934,650402,665828,683011",4.8091,0.0,2.0,7.0
746757,2024-08-13,2024,home,686563,4,"672820,673357,643217,683734,657757,686676,678246,670032,681460",4.85105,0.0,2.0,7.0
745954,2024-08-13,2024,away,694813,6,"660271,605141,518692,606192,666158,669257,500743,571771,595281",4.81305,0.0,2.0,7.0
745954,2024-08-13,2024,home,607067,4,"668930,694192,655316,672012,606992,641343,656555,596142,687401",4.84935,0.0,2.0,7.0
746187,2024-08-13,2024,away,592332,5,"680718,662139,665489,687462,676391,695238,677870,694388,661531",4.87035,0.0,2.0,7.0
746187,2024-08-13,2024,home,608334,3,"694384,687263,681351,641432,621493,543685,666160,592273,666176",4.8416,0.0,2.0,7.0
747160,2024-08-13,2024,away,596295,4,"453568,678662,686668,641857,663898,669911,553869,687597,595909",4.8244,0.0,2.0,7.0
747160,2024-08-13,2024,home,593958,5,"672695,664983,666971,605137,677950,553993,682998,621028,680728",4.8703,0.0,2.0,7.0
745382,2024-08-13,2024,away,682847,3,"457705,668804,665833,663698,642133,643396,663647,650559,678225",4.81085,0.0,2.0,7.0
745382,2024-08-13,2024,home,650633,10,"650333,595777,630105,592518,593428,701538,669369,673490,543309",4.79185,0.0,2.0,7.0
745302,2024-08-13,2024,away,450203,8,"672284,663586,663897,621566,518595,606115,657656,593160,642201",4.8267,0.0,2.0,7.0
745302,2024-08-13,2024,home,690986,6,"666149,664774,671218,624424,656305,573262,672275,666464,669477",4.8032,0.0,2.0,7.0
745869,2024-08-14,2024,away,666142,8,"672580,677951,686469,521692,592669,669004,657557,666023,664728",4.7777,0.0,2.0,7.0
745869,2024-08-14,2024,home,686973,3,"622534,668904,467793,669304,680777,650489,670242,663616,668885",4.82655,0.0,2.0,7.0
747163,2024-08-14,2024,away,685299,0,"678662,663898,686668,607732,669911,696100,687597,656541,668845",4.8007,0.0,2.0,7.0
747163,2024-08-14,2024,home,656756,8,"682998,664983,592626,605137,666971,680728,553993,677942,621028",4.79415,0.0,2.0,7.0
745381,2024-08-14,2024,away,656605,2,"643396,668804,656582,663698,663647,650559,572191,518735,669707",4.86405,0.0,2.0,7.0
745381,2024-08-14,2024,home,527048,8,"650333,669369,630105,592518,593428,701538,444482,669134,642180",4.8136,0.0,2.0,7.0
746919,2024-08-14,2024,away,641540,3,"543760,608369,669701,666969,663993,694671,677649,641680,665750",4.83375,0.0,2.0,7.0
746919,2024-08-14,2024,home,656557,3,"680776,677800,657136,646240,643376,663853,608701,678882,666152",4.7949,0.0,2.0,7.0
747000,2024-08-14,2024,away,687792,5,"682928,660766,695578,665953,671277,660688,669743,545121,696285",4.80555,0.0,2.0,7.0
747000,2024-08-14,2024,home,665152,3,"656775,668939,683002,663624,623993,650391,681297,602104,702616",4.85615,0.0,2.0,7.0
746598,2024-08-14,2024,away,592791,6,"664023,623520,673548,641355,670623,663538,621020,643565,665804",4.77135,0.0,2.0,7.0
746598,2024-08-14,2024,home,502171,3,"680757,686823,608070,647304,657041,665926,678877,677587,595978",4.7838,0.0,2.0,7.0
746436,2024-08-14,2024,away,693433,6,"645302,593871,668227,663728,686527,670042,571745,668942,664238",4.863,0.0,2.0,7.0
746436,2024-08-14,2024,home,689225,2,"663837,681481,690993,570482,676632,678009,669234,656716,668731",4.82485,0.0,2.0,7.0
746677,2024-08-14,2024,away,502043,6,"691026,676475,575929,571448,680977,502671,691023,502054,687363",4.78445,0.0,2.0,7.0
746677,2024-08-14,2024,home,641941,1,"663697,682829,663886,670770,668715,600869,641584,666181,682622",4.8518,0.0,2.0,7.0
745544,2024-08-14,2024,away,665795,2,"669364,669394,660821,681146,669065,672640,656537,656896,640902",4.82065,0.0,2.0,7.0
745544,2024-08-14,2024,home,663969,4,"656941,592206,547180,664761,681082,592663,624641,669016,679032",4.8448,0.0,2.0,7.0
745053,2024-08-14,2024,away,669854,4,"514888,608324,670541,605170,665161,701305,676694,643289,676801",4.80535,0.0,2.0,7.0
745053,2024-08-14,2024,home,641793,3,"676609,664040,666624,666139,691406,666185,676356,670764,642350",4.86,0.0,2.0,7.0
745790,2024-08-14,2024,away,683155,3,"671732,609280,669137,668832,663662,680869,663527,687231,680474",4.8017,0.0,2.0,7.0
745790,2024-08-14,2024,home,656849,4,"596019,607043,502110,664056,624413,643446,668901,592325,682626",4.82895,0.0,2.0,7.0
746759,2024-08-14,2024,away,701542,5,"657077,665742,592450,669224,650402,663757,683011,665828,518934",4.85535,0.0,2.0,7.0
746759,2024-08-14,2024,home,663436,5,"670032,673357,643217,683734,657757,678246,666150,686676,681460",4.78025,0.0,2.0,7.0
745951,2024-08-14,2024,away,621111,3,"660271,605141,518692,606192,500743,571771,595281,605131,518792",4.8598,0.0,2.0,7.0
745951,2024-08-14,2024,home,593423,6,"668930,694192,672012,661388,642715,641343,669003,686217,687401",4.8582,0.0,2.0,7.0
746188,2024-08-14,2024,away,621244,5,"543807,662139,665489,672386,687462,676391,676914,677870,680718",4.85075,0.0,2.0,7.0
746188,2024-08-14,2024,home,542881,8,"694384,543685,607680,641432,621493,666160,642136,641645,683021",4.85845,0.0,2.0,7.0
745301,2024-08-14,2024,away,656550,6,"672284,663586,542303,621566,606115,671739,657656,669221,593160",4.85525,0.0,2.0,7.0
745301,2024-08-14,2024,home,592662,2,"666149,664774,666464,624424,669477,573262,672275,689172,687529",4.8406,0.0,2.0,7.0
745783,2024-08-15,2024,away,687765,1,"671732,609280,668709,669127,663527,680869,664913,647351,680474",4.84645,0.0,2.0,7.0
745783,2024-08-15,2024,home,500779,1,"596019,668901,502110,621438,624413,578428,682626,592325,664056",4.8868,0.0,3.0,7.0
746437,2024-08-15,2024,away,682243,9,"645302,593871,668227,663728,670042,457759,686527,664238,668942",4.7959,0.0,2.0,7.0
746437,2024-08-15,2024,home,656412,1,"570482,681481,690993,693307,676632,678009,656716,668731,595879",4.792,0.0,2.0,7.0
745950,2024-08-15,2024,away,656427,7,"660271,606192,518692,669257,666158,500743,595281,681624,605141",4.8462,0.0,2.0,7.0
745950,2024-08-15,2024,home,668964,1,"668930,694192,669003,661388,642715,672012,656555,686217,687401",4.7974,0.0,2.0,7.0
745298,2024-08-15,2024,away,608331,5,"671739,663586,542303,621566,518595,606115,672284,657656,593160",4.8221,0.0,2.0,7.0
745298,2024-08-15,2024,home,657277,7,"666149,592192,671218,656305,666464,573262,669477,592200,687529",4.8278,0.0,3.0,7.0
747002,2024-08-15,2024,away,601713,6,"680776,681508,608701,646240,657136,807799,643376,678882,663853",4.8498,0.0,2.0,7.0
747002,2024-08-15,2024,home,621107,8,"681297,623993,683002,663624,668939,702616,656775,602104,543510",4.7916,0.0,2.0,7.0
